file_name,image_file,timestamp,storage_group,sample_id,day,side,ripening_index,split
T10_d22_002_b_5,T10_d22_002_b_5.jpg,2022-04-25 15:21:08,T10,2,22,b,5,val
T10_d23_002_a_5,T10_d23_002_a_5.jpg,2022-04-26 13:08:19,T10,2,23,a,5,val
T10_d23_002_b_5,T10_d23_002_b_5.jpg,2022-04-26 13:08:25,T10,2,23,b,5,val
T10_d24_002_a_5,T10_d24_002_a_5.jpg,2022-04-27 15:54:22,T10,2,24,a,5,val
T10_d24_002_b_5,T10_d24_002_b_5.jpg,2022-04-27 15:54:28,T10,2,24,b,5,val
T10_d25_002_a_5,T10_d25_002_a_5.jpg,2022-04-28 19:53:13,T10,2,25,a,5,val
T10_d25_002_b_5,T10_d25_002_b_5.jpg,2022-04-28 19:53:18,T10,2,25,b,5,val
T10_d26_002_a_5,T10_d26_002_a_5.jpg,2022-04-29 14:36:18,T10,2,26,a,5,val
T10_d26_002_b_5,T10_d26_002_b_5.jpg,2022-04-29 14:36:26,T10,2,26,b,5,val
T10_d01_003_a_1,T10_d01_003_a_1.jpg,2022-04-04 10:22:15,T10,3,1,a,1,test
T10_d01_003_b_1,T10_d01_003_b_1.jpg,2022-04-04 10:22:30,T10,3,1,b,1,test
T10_d02_003_a_1,T10_d02_003_a_1.jpg,2022-04-05 11:07:01,T10,3,2,a,1,test
T10_d02_003_b_1,T10_d02_003_b_1.jpg,2022-04-05 11:07:31,T10,3,2,b,1,test
T10_d03_003_a_1,T10_d03_003_a_1.jpg,2022-04-06 11:33:53,T10,3,3,a,1,test
T10_d03_003_b_1,T10_d03_003_b_1.jpg,2022-04-06 11:34:11,T10,3,3,b,1,test
T10_d04_003_a_1,T10_d04_003_a_1.jpg,2022-04-07 11:04:49,T10,3,4,a,1,test
T10_d04_003_b_1,T10_d04_003_b_1.jpg,2022-04-07 11:06:48,T10,3,4,b,1,test
T10_d05_003_a_1,T10_d05_003_a_1.jpg,2022-04-08 11:59:59,T10,3,5,a,1,test
T10_d05_003_b_1,T10_d05_003_b_1.jpg,2022-04-08 12:00:13,T10,3,5,b,1,test
T10_d06_003_a_1,T10_d06_003_a_1.jpg,2022-04-09 12:18:51,T10,3,6,a,1,test
T10_d06_003_b_1,T10_d06_003_b_1.jpg,2022-04-09 12:18:58,T10,3,6,b,1,test
T10_d07_003_a_1,T10_d07_003_a_1.jpg,2022-04-10 12:38:11,T10,3,7,a,1,test
T10_d07_003_b_1,T10_d07_003_b_1.jpg,2022-04-10 12:38:19,T10,3,7,b,1,test
T10_d08_003_a_2,T10_d08_003_a_2.jpg,2022-04-11 11:41:14,T10,3,8,a,2,test
T10_d08_003_b_2,T10_d08_003_b_2.jpg,2022-04-11 11:41:24,T10,3,8,b,2,test
T10_d09_003_a_2,T10_d09_003_a_2.jpg,2022-04-12 12:01:48,T10,3,9,a,2,test
T10_d09_003_b_2,T10_d09_003_b_2.jpg,2022-04-12 12:02:05,T10,3,9,b,2,test
T10_d10_003_a_3,T10_d10_003_a_3.jpg,2022-04-13 11:42:19,T10,3,10,a,3,test
T10_d10_003_b_3,T10_d10_003_b_3.jpg,2022-04-13 11:42:27,T10,3,10,b,3,test
T10_d11_003_a_3,T10_d11_003_a_3.jpg,2022-04-14 12:27:16,T10,3,11,a,3,test
T10_d11_003_b_3,T10_d11_003_b_3.jpg,2022-04-14 12:27:24,T10,3,11,b,3,test
T10_d12_003_a_3,T10_d12_003_a_3.jpg,2022-04-15 16:35:17,T10,3,12,a,3,test
T10_d12_003_b_3,T10_d12_003_b_3.jpg,2022-04-15 16:35:30,T10,3,12,b,3,test
T10_d13_003_a_4,T10_d13_003_a_4.jpg,2022-04-16 14:14:12,T10,3,13,a,4,test
T10_d13_003_b_4,T10_d13_003_b_4.jpg,2022-04-16 14:14:18,T10,3,13,b,4,test
T10_d14_003_a_4,T10_d14_003_a_4.jpg,2022-04-17 15:35:43,T10,3,14,a,4,test
T10_d14_003_b_4,T10_d14_003_b_4.jpg,2022-04-17 15:35:49,T10,3,14,b,4,test
T10_d15_003_a_4,T10_d15_003_a_4.jpg,2022-04-18 16:21:56,T10,3,15,a,4,test
T10_d15_003_b_4,T10_d15_003_b_4.jpg,2022-04-18 16:22:01,T10,3,15,b,4,test
T10_d16_003_a_4,T10_d16_003_a_4.jpg,2022-04-19 12:59:04,T10,3,16,a,4,test
T10_d16_003_b_4,T10_d16_003_b_4.jpg,2022-04-19 12:59:10,T10,3,16,b,4,test
T10_d17_003_a_4,T10_d17_003_a_4.jpg,2022-04-20 12:29:29,T10,3,17,a,4,test
T10_d17_003_b_4,T10_d17_003_b_4.jpg,2022-04-20 12:29:37,T10,3,17,b,4,test
T10_d18_003_a_5,T10_d18_003_a_5.jpg,2022-04-21 13:58:57,T10,3,18,a,5,test
T10_d18_003_b_5,T10_d18_003_b_5.jpg,2022-04-21 13:59:03,T10,3,18,b,5,test
T10_d19_003_a_5,T10_d19_003_a_5.jpg,2022-04-22 13:11:35,T10,3,19,a,5,test
T10_d19_003_b_5,T10_d19_003_b_5.jpg,2022-04-22 13:11:42,T10,3,19,b,5,test
T10_d20_003_a_5,T10_d20_003_a_5.jpg,2022-04-23 13:41:18,T10,3,20,a,5,test
T10_d20_003_b_5,T10_d20_003_b_5.jpg,2022-04-23 13:41:25,T10,3,20,b,5,test
T10_d21_003_a_5,T10_d21_003_a_5.jpg,2022-04-24 14:53:39,T10,3,21,a,5,test
T10_d21_003_b_5,T10_d21_003_b_5.jpg,2022-04-24 14:53:46,T10,3,21,b,5,test
T10_d22_003_a_5,T10_d22_003_a_5.jpg,2022-04-25 15:44:52,T10,3,22,a,5,test
T10_d22_003_b_5,T10_d22_003_b_5.jpg,2022-04-25 15:45:03,T10,3,22,b,5,test
T10_d23_003_a_5,T10_d23_003_a_5.jpg,2022-04-26 12:37:56,T10,3,23,a,5,test
T10_d23_003_b_5,T10_d23_003_b_5.jpg,2022-04-26 12:38:09,T10,3,23,b,5,test
T10_d24_003_a_5,T10_d24_003_a_5.jpg,2022-04-27 16:26:30,T10,3,24,a,5,test
T10_d24_003_b_5,T10_d24_003_b_5.jpg,2022-04-27 16:26:38,T10,3,24,b,5,test
T10_d25_003_a_5,T10_d25_003_a_5.jpg,2022-04-28 18:43:44,T10,3,25,a,5,test
T10_d25_003_b_5,T10_d25_003_b_5.jpg,2022-04-28 18:43:53,T10,3,25,b,5,test
T10_d26_003_a_5,T10_d26_003_a_5.jpg,2022-04-29 14:53:17,T10,3,26,a,5,test
T10_d26_003_b_5,T10_d26_003_b_5.jpg,2022-04-29 14:53:23,T10,3,26,b,5,test
T10_d01_007_a_1,T10_d01_007_a_1.jpg,2022-04-04 10:23:16,T10,7,1,a,1,val
T10_d01_007_b_1,T10_d01_007_b_1.jpg,2022-04-04 10:23:29,T10,7,1,b,1,val
T10_d02_007_a_1,T10_d02_007_a_1.jpg,2022-04-05 11:07:54,T10,7,2,a,1,val
T10_d02_007_b_1,T10_d02_007_b_1.jpg,2022-04-05 11:08:04,T10,7,2,b,1,val
T10_d03_007_a_1,T10_d03_007_a_1.jpg,2022-04-06 11:34:50,T10,7,3,a,1,val
T10_d03_007_b_1,T10_d03_007_b_1.jpg,2022-04-06 11:35:02,T10,7,3,b,1,val
T10_d04_007_a_1,T10_d04_007_a_1.jpg,2022-04-07 11:07:24,T10,7,4,a,1,val
T10_d04_007_b_1,T10_d04_007_b_1.jpg,2022-04-07 11:07:33,T10,7,4,b,1,val
T10_d05_007_a_1,T10_d05_007_a_1.jpg,2022-04-08 12:00:33,T10,7,5,a,1,val
T10_d05_007_b_1,T10_d05_007_b_1.jpg,2022-04-08 12:00:41,T10,7,5,b,1,val
T10_d06_007_a_1,T10_d06_007_a_1.jpg,2022-04-09 12:19:16,T10,7,6,a,1,val
T10_d06_007_b_1,T10_d06_007_b_1.jpg,2022-04-09 12:19:23,T10,7,6,b,1,val
T10_d07_007_a_1,T10_d07_007_a_1.jpg,2022-04-10 12:38:39,T10,7,7,a,1,val
T10_d07_007_b_1,T10_d07_007_b_1.jpg,2022-04-10 12:38:43,T10,7,7,b,1,val
T10_d08_007_a_2,T10_d08_007_a_2.jpg,2022-04-11 11:41:51,T10,7,8,a,2,val
T10_d08_007_b_2,T10_d08_007_b_2.jpg,2022-04-11 11:41:58,T10,7,8,b,2,val
T10_d09_007_a_2,T10_d09_007_a_2.jpg,2022-04-12 12:02:29,T10,7,9,a,2,val
T10_d09_007_b_2,T10_d09_007_b_2.jpg,2022-04-12 12:02:39,T10,7,9,b,2,val
T10_d10_007_a_3,T10_d10_007_a_3.jpg,2022-04-13 11:42:47,T10,7,10,a,3,val
T10_d10_007_b_3,T10_d10_007_b_3.jpg,2022-04-13 11:42:54,T10,7,10,b,3,val
T10_d11_007_a_3,T10_d11_007_a_3.jpg,2022-04-14 12:27:43,T10,7,11,a,3,val
T10_d11_007_b_3,T10_d11_007_b_3.jpg,2022-04-14 12:27:52,T10,7,11,b,3,val
T10_d12_007_a_3,T10_d12_007_a_3.jpg,2022-04-15 16:35:44,T10,7,12,a,3,val
T10_d12_007_b_3,T10_d12_007_b_3.jpg,2022-04-15 16:35:48,T10,7,12,b,3,val
T10_d13_007_a_3,T10_d13_007_a_3.jpg,2022-04-16 14:14:31,T10,7,13,a,3,val
T10_d13_007_b_3,T10_d13_007_b_3.jpg,2022-04-16 14:14:36,T10,7,13,b,3,val
T10_d14_007_a_3,T10_d14_007_a_3.jpg,2022-04-17 15:36:04,T10,7,14,a,3,val
T10_d14_007_b_3,T10_d14_007_b_3.jpg,2022-04-17 15:36:08,T10,7,14,b,3,val
T10_d15_007_a_3,T10_d15_007_a_3.jpg,2022-04-18 16:22:20,T10,7,15,a,3,val
T10_d15_007_b_3,T10_d15_007_b_3.jpg,2022-04-18 16:22:25,T10,7,15,b,3,val
T10_d16_007_a_3,T10_d16_007_a_3.jpg,2022-04-19 12:59:29,T10,7,16,a,3,val
T10_d16_007_b_3,T10_d16_007_b_3.jpg,2022-04-19 12:59:36,T10,7,16,b,3,val
T10_d17_007_a_4,T10_d17_007_a_4.jpg,2022-04-20 12:29:53,T10,7,17,a,4,val
T10_d17_007_b_4,T10_d17_007_b_4.jpg,2022-04-20 12:29:58,T10,7,17,b,4,val
T10_d18_007_a_4,T10_d18_007_a_4.jpg,2022-04-21 13:59:17,T10,7,18,a,4,val
T10_d18_007_b_4,T10_d18_007_b_4.jpg,2022-04-21 13:59:22,T10,7,18,b,4,val
T10_d19_007_a_5,T10_d19_007_a_5.jpg,2022-04-22 13:12:02,T10,7,19,a,5,val
T10_d19_007_b_5,T10_d19_007_b_5.jpg,2022-04-22 13:12:07,T10,7,19,b,5,val
T10_d20_007_a_5,T10_d20_007_a_5.jpg,2022-04-23 13:41:38,T10,7,20,a,5,val
T10_d20_007_b_5,T10_d20_007_b_5.jpg,2022-04-23 13:41:41,T10,7,20,b,5,val
T10_d21_007_a_5,T10_d21_007_a_5.jpg,2022-04-24 14:54:04,T10,7,21,a,5,val
T10_d21_007_b_5,T10_d21_007_b_5.jpg,2022-04-24 14:54:08,T10,7,21,b,5,val
T10_d22_007_a_5,T10_d22_007_a_5.jpg,2022-04-25 15:45:20,T10,7,22,a,5,val
T10_d22_007_b_5,T10_d22_007_b_5.jpg,2022-04-25 15:45:25,T10,7,22,b,5,val
T10_d23_007_a_5,T10_d23_007_a_5.jpg,2022-04-26 12:41:56,T10,7,23,a,5,val
T10_d23_007_b_5,T10_d23_007_b_5.jpg,2022-04-26 12:42:01,T10,7,23,b,5,val
T10_d24_007_a_5,T10_d24_007_a_5.jpg,2022-04-27 16:26:55,T10,7,24,a,5,val
T10_d24_007_b_5,T10_d24_007_b_5.jpg,2022-04-27 16:27:00,T10,7,24,b,5,val
T10_d25_007_a_5,T10_d25_007_a_5.jpg,2022-04-28 18:44:07,T10,7,25,a,5,val
T10_d25_007_b_5,T10_d25_007_b_5.jpg,2022-04-28 18:44:10,T10,7,25,b,5,val
T10_d26_007_a_5,T10_d26_007_a_5.jpg,2022-04-29 14:53:38,T10,7,26,a,5,val
T10_d26_007_b_5,T10_d26_007_b_5.jpg,2022-04-29 14:53:43,T10,7,26,b,5,val
T10_d01_011_a_1,T10_d01_011_a_1.jpg,2022-04-04 11:01:16,T10,11,1,a,1,train
T10_d01_011_b_1,T10_d01_011_b_1.jpg,2022-04-04 11:01:32,T10,11,1,b,1,train
T10_d02_011_a_1,T10_d02_011_a_1.jpg,2022-04-05 12:11:05,T10,11,2,a,1,train
T10_d02_011_b_1,T10_d02_011_b_1.jpg,2022-04-05 12:11:12,T10,11,2,b,1,train
T10_d03_011_a_1,T10_d03_011_a_1.jpg,2022-04-06 12:11:03,T10,11,3,a,1,train
T10_d03_011_b_1,T10_d03_011_b_1.jpg,2022-04-06 12:11:15,T10,11,3,b,1,train
T10_d04_011_a_1,T10_d04_011_a_1.jpg,2022-04-07 11:40:51,T10,11,4,a,1,train
T10_d04_011_b_1,T10_d04_011_b_1.jpg,2022-04-07 11:41:02,T10,11,4,b,1,train
T10_d05_011_a_1,T10_d05_011_a_1.jpg,2022-04-08 12:30:18,T10,11,5,a,1,train
T10_d05_011_b_1,T10_d05_011_b_1.jpg,2022-04-08 12:30:27,T10,11,5,b,1,train
T10_d06_011_a_1,T10_d06_011_a_1.jpg,2022-04-09 12:42:00,T10,11,6,a,1,train
T10_d06_011_b_1,T10_d06_011_b_1.jpg,2022-04-09 12:42:08,T10,11,6,b,1,train
T10_d07_011_a_1,T10_d07_011_a_1.jpg,2022-04-10 12:09:36,T10,11,7,a,1,train
T10_d07_011_b_1,T10_d07_011_b_1.jpg,2022-04-10 12:09:44,T10,11,7,b,1,train
T10_d08_011_a_1,T10_d08_011_a_1.jpg,2022-04-11 12:12:24,T10,11,8,a,1,train
T10_d08_011_b_1,T10_d08_011_b_1.jpg,2022-04-11 12:12:36,T10,11,8,b,1,train
T10_d09_011_a_2,T10_d09_011_a_2.jpg,2022-04-12 12:41:57,T10,11,9,a,2,train
T10_d09_011_b_2,T10_d09_011_b_2.jpg,2022-04-12 12:42:06,T10,11,9,b,2,train
T10_d10_011_a_2,T10_d10_011_a_2.jpg,2022-04-13 12:10:16,T10,11,10,a,2,train
T10_d10_011_b_2,T10_d10_011_b_2.jpg,2022-04-13 12:10:24,T10,11,10,b,2,train
T10_d11_011_a_2,T10_d11_011_a_2.jpg,2022-04-14 13:05:49,T10,11,11,a,2,train
T10_d11_011_b_2,T10_d11_011_b_2.jpg,2022-04-14 13:05:56,T10,11,11,b,2,train
T10_d12_011_a_3,T10_d12_011_a_3.jpg,2022-04-15 17:01:08,T10,11,12,a,3,train
T10_d12_011_b_3,T10_d12_011_b_3.jpg,2022-04-15 17:01:13,T10,11,12,b,3,train
T10_d13_011_a_3,T10_d13_011_a_3.jpg,2022-04-16 13:50:34,T10,11,13,a,3,train
T10_d13_011_b_3,T10_d13_011_b_3.jpg,2022-04-16 13:50:39,T10,11,13,b,3,train
T10_d14_011_a_3,T10_d14_011_a_3.jpg,2022-04-17 15:54:18,T10,11,14,a,3,train
T10_d14_011_b_3,T10_d14_011_b_3.jpg,2022-04-17 15:54:23,T10,11,14,b,3,train
T10_d15_011_a_3,T10_d15_011_a_3.jpg,2022-04-18 16:01:09,T10,11,15,a,3,train
T10_d15_011_b_3,T10_d15_011_b_3.jpg,2022-04-18 16:01:13,T10,11,15,b,3,train
T10_d16_011_a_3,T10_d16_011_a_3.jpg,2022-04-19 13:26:46,T10,11,16,a,3,train
T10_d16_011_b_3,T10_d16_011_b_3.jpg,2022-04-19 13:26:53,T10,11,16,b,3,train
T10_d17_011_a_4,T10_d17_011_a_4.jpg,2022-04-20 13:07:24,T10,11,17,a,4,train
T10_d17_011_b_4,T10_d17_011_b_4.jpg,2022-04-20 13:07:29,T10,11,17,b,4,train
T10_d18_011_a_4,T10_d18_011_a_4.jpg,2022-04-21 14:18:50,T10,11,18,a,4,train
T10_d18_011_b_4,T10_d18_011_b_4.jpg,2022-04-21 14:18:57,T10,11,18,b,4,train
T10_d19_011_a_4,T10_d19_011_a_4.jpg,2022-04-22 13:36:06,T10,11,19,a,4,train
T10_d19_011_b_4,T10_d19_011_b_4.jpg,2022-04-22 13:36:11,T10,11,19,b,4,train
T10_d20_011_a_4,T10_d20_011_a_4.jpg,2022-04-23 13:17:56,T10,11,20,a,4,train
T10_d20_011_b_4,T10_d20_011_b_4.jpg,2022-04-23 13:18:02,T10,11,20,b,4,train
T10_d21_011_a_5,T10_d21_011_a_5.jpg,2022-04-24 15:17:57,T10,11,21,a,5,train
T10_d21_011_b_5,T10_d21_011_b_5.jpg,2022-04-24 15:18:01,T10,11,21,b,5,train
T10_d22_011_a_5,T10_d22_011_a_5.jpg,2022-04-25 15:21:32,T10,11,22,a,5,train
T10_d22_011_b_5,T10_d22_011_b_5.jpg,2022-04-25 15:21:40,T10,11,22,b,5,train
T10_d23_011_a_5,T10_d23_011_a_5.jpg,2022-04-26 13:08:51,T10,11,23,a,5,train
T10_d23_011_b_5,T10_d23_011_b_5.jpg,2022-04-26 13:08:56,T10,11,23,b,5,train
T10_d24_011_a_5,T10_d24_011_a_5.jpg,2022-04-27 15:54:46,T10,11,24,a,5,train
T10_d24_011_b_5,T10_d24_011_b_5.jpg,2022-04-27 15:54:51,T10,11,24,b,5,train
T10_d25_011_a_5,T10_d25_011_a_5.jpg,2022-04-28 19:53:41,T10,11,25,a,5,train
T10_d25_011_b_5,T10_d25_011_b_5.jpg,2022-04-28 19:53:50,T10,11,25,b,5,train
T10_d26_011_a_5,T10_d26_011_a_5.jpg,2022-04-29 14:36:42,T10,11,26,a,5,train
T10_d26_011_b_5,T10_d26_011_b_5.jpg,2022-04-29 14:36:47,T10,11,26,b,5,train
T10_d01_012_a_1,T10_d01_012_a_1.jpg,2022-04-04 11:42:11,T10,12,1,a,1,train
T10_d01_012_b_1,T10_d01_012_b_1.jpg,2022-04-04 11:42:22,T10,12,1,b,1,train
T10_d02_012_a_1,T10_d02_012_a_1.jpg,2022-04-05 11:37:56,T10,12,2,a,1,train
T10_d02_012_b_1,T10_d02_012_b_1.jpg,2022-04-05 11:38:05,T10,12,2,b,1,train
T10_d03_012_a_1,T10_d03_012_a_1.jpg,2022-04-06 10:55:30,T10,12,3,a,1,train
T10_d03_012_b_1,T10_d03_012_b_1.jpg,2022-04-06 10:55:41,T10,12,3,b,1,train
T10_d04_012_a_1,T10_d04_012_a_1.jpg,2022-04-07 10:34:11,T10,12,4,a,1,train
T10_d04_012_b_1,T10_d04_012_b_1.jpg,2022-04-07 10:34:27,T10,12,4,b,1,train
T10_d05_012_a_2,T10_d05_012_a_2.jpg,2022-04-08 11:13:42,T10,12,5,a,2,train
T10_d05_012_b_2,T10_d05_012_b_2.jpg,2022-04-08 11:13:50,T10,12,5,b,2,train
T10_d06_012_a_2,T10_d06_012_a_2.jpg,2022-04-09 11:31:38,T10,12,6,a,2,train
T10_d06_012_b_2,T10_d06_012_b_2.jpg,2022-04-09 11:31:48,T10,12,6,b,2,train
T10_d07_012_a_2,T10_d07_012_a_2.jpg,2022-04-10 11:36:26,T10,12,7,a,2,train
T10_d07_012_b_2,T10_d07_012_b_2.jpg,2022-04-10 11:36:39,T10,12,7,b,2,train
T10_d08_012_a_2,T10_d08_012_a_2.jpg,2022-04-11 11:02:57,T10,12,8,a,2,train
T10_d08_012_b_2,T10_d08_012_b_2.jpg,2022-04-11 11:03:06,T10,12,8,b,2,train
T10_d09_012_a_2,T10_d09_012_a_2.jpg,2022-04-12 11:17:21,T10,12,9,a,2,train
T10_d09_012_b_2,T10_d09_012_b_2.jpg,2022-04-12 11:17:34,T10,12,9,b,2,train
T10_d10_012_a_3,T10_d10_012_a_3.jpg,2022-04-13 11:12:31,T10,12,10,a,3,train
T10_d10_012_b_3,T10_d10_012_b_3.jpg,2022-04-13 11:12:38,T10,12,10,b,3,train
T10_d11_012_a_3,T10_d11_012_a_3.jpg,2022-04-14 11:36:30,T10,12,11,a,3,train
T10_d11_012_b_3,T10_d11_012_b_3.jpg,2022-04-14 11:36:38,T10,12,11,b,3,train
T10_d12_012_a_4,T10_d12_012_a_4.jpg,2022-04-15 16:03:54,T10,12,12,a,4,train
T10_d12_012_b_4,T10_d12_012_b_4.jpg,2022-04-15 16:04:00,T10,12,12,b,4,train
T10_d13_012_a_4,T10_d13_012_a_4.jpg,2022-04-16 13:31:59,T10,12,13,a,4,train
T10_d13_012_b_4,T10_d13_012_b_4.jpg,2022-04-16 13:32:05,T10,12,13,b,4,train
T10_d14_012_a_4,T10_d14_012_a_4.jpg,2022-04-17 15:08:24,T10,12,14,a,4,train
T10_d14_012_b_4,T10_d14_012_b_4.jpg,2022-04-17 15:08:29,T10,12,14,b,4,train
T10_d15_012_a_4,T10_d15_012_a_4.jpg,2022-04-18 15:34:30,T10,12,15,a,4,train
T10_d15_012_b_4,T10_d15_012_b_4.jpg,2022-04-18 15:34:38,T10,12,15,b,4,train
T10_d16_012_a_4,T10_d16_012_a_4.jpg,2022-04-19 12:11:03,T10,12,16,a,4,train
T10_d16_012_b_4,T10_d16_012_b_4.jpg,2022-04-19 12:11:16,T10,12,16,b,4,train
T10_d17_012_a_5,T10_d17_012_a_5.jpg,2022-04-20 12:02:41,T10,12,17,a,5,train
T10_d17_012_b_5,T10_d17_012_b_5.jpg,2022-04-20 12:02:50,T10,12,17,b,5,train
T10_d18_012_a_5,T10_d18_012_a_5.jpg,2022-04-21 13:33:29,T10,12,18,a,5,train
T10_d18_012_b_5,T10_d18_012_b_5.jpg,2022-04-21 13:33:37,T10,12,18,b,5,train
T10_d19_012_a_5,T10_d19_012_a_5.jpg,2022-04-22 12:47:27,T10,12,19,a,5,train
T10_d19_012_b_5,T10_d19_012_b_5.jpg,2022-04-22 12:47:33,T10,12,19,b,5,train
T10_d20_012_a_5,T10_d20_012_a_5.jpg,2022-04-23 12:21:49,T10,12,20,a,5,train
T10_d20_012_b_5,T10_d20_012_b_5.jpg,2022-04-23 12:21:56,T10,12,20,b,5,train
T10_d21_012_a_5,T10_d21_012_a_5.jpg,2022-04-24 14:32:14,T10,12,21,a,5,train
T10_d21_012_b_5,T10_d21_012_b_5.jpg,2022-04-24 14:32:24,T10,12,21,b,5,train
T10_d22_012_a_5,T10_d22_012_a_5.jpg,2022-04-25 14:24:42,T10,12,22,a,5,train
T10_d22_012_b_5,T10_d22_012_b_5.jpg,2022-04-25 14:24:55,T10,12,22,b,5,train
T10_d23_012_a_5,T10_d23_012_a_5.jpg,2022-04-26 11:51:42,T10,12,23,a,5,train
T10_d23_012_b_5,T10_d23_012_b_5.jpg,2022-04-26 11:51:52,T10,12,23,b,5,train
T10_d24_012_a_5,T10_d24_012_a_5.jpg,2022-04-27 15:09:11,T10,12,24,a,5,train
T10_d24_012_b_5,T10_d24_012_b_5.jpg,2022-04-27 15:09:16,T10,12,24,b,5,train
T10_d25_012_a_5,T10_d25_012_a_5.jpg,2022-04-28 17:48:59,T10,12,25,a,5,train
